hour_of_day,Payment_Mode,Price,Tea_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Mondaythsort,Date,Time
20,GPay,12,Masala Chai,Night,Tuesday,August,2,8,12-08-2024,1.41.05
20,Cash,18,Green Tea,Night,Tuesday,August,2,8,12-08-2024,1.41.05
20,Cash,15,Black Tea,Night,Tuesday,August,2,8,12-08-2024,1.41.05
21,Paytm,25,Rose Tea,Night,Tuesday,August,2,8,12-08-2024,0.44.07
7,Cash,12,Masala Chai,Morning,Wednesday,August,3,8,12-08-2024,0.44.07
7,Cash,15,Black Tea,Morning,Wednesday,August,3,8,12-08-2024,0.44.07
10,GPay,25,Rose Tea,Morning,Wednesday,August,3,8,12-08-2024,9.29.01
11,Cash,30,Butter Chai,Morning,Wednesday,August,3,8,12-08-2024,9.29.01
12,Cash,35,Irani Chai,Afternoon,Wednesday,August,3,8,12-08-2024,9.29.01
12,GPay,35,Irani Chai,Afternoon,Wednesday,August,3,8,12-08-2024,9.29.01
15,Cash,12,Masala Chai,Afternoon,Wednesday,August,3,8,12-08-2024,21.27.03
17,Cash,35,Irani Chai,Night,Wednesday,August,3,8,12-08-2024,21.27.03
18,GPay,25,Rose Tea,Night,Wednesday,August,3,8,12-08-2024,10.03.07
18,Cash,18,Adrak Chai,Night,Wednesday,August,3,8,12-08-2024,10.03.07
19,Cash,12,Masala Chai,Night,Wednesday,August,3,8,12-08-2024,10.03.07
19,Paytm,25,Rose Tea,Night,Wednesday,August,3,8,12-08-2024,10.03.07
21,Cash,12,Masala Chai,Night,Wednesday,August,3,8,12-08-2024,10.03.07
9,Cash,25,Rose Tea,Morning,Thursday,August,4,8,12-08-2024,10.03.07
9,Cash,15,Black Tea,Morning,Thursday,August,4,8,12-08-2024,10.03.07
9,GPay,20,Tandoori Chai,Morning,Thursday,August,4,8,12-08-2024,10.03.07
9,Cash,12,Masala Chai,Morning,Thursday,August,4,8,12-08-2024,10.03.07
12,Cash,12,Masala Chai,Afternoon,Thursday,August,4,8,12-08-2024,10.03.07
13,Cash,12,Masala Chai,Afternoon,Thursday,August,4,8,12-08-2024,10.03.07
14,Paytm,35,Irani Chai,Afternoon,Thursday,August,4,8,12-08-2024,17.48.02
14,Paytm,30,Butter Chai,Afternoon,Thursday,August,4,8,12-08-2024,18.50.08
17,Cash,18,Adrak Chai,Night,Thursday,August,4,8,12-08-2024,18.50.08
19,Cash,20,Tandoori Chai,Night,Thursday,August,4,8,12-08-2024,10.58.02
19,GPay,18,Adrak Chai,Night,Thursday,August,4,8,12-08-2024,11.54.00
19,Paytm,18,Adrak Chai,Night,Thursday,August,4,8,12-08-2024,11.54.00
19,Cash,35,Irani Chai,Night,Thursday,August,4,8,12-08-2024,11.54.00
20,GPay,15,Black Tea,Night,Thursday,August,4,8,12-08-2024,11.54.00
21,Paytm,30,Butter Chai,Night,Thursday,August,4,8,12-08-2024,11.54.00
21,Cash,18,Adrak Chai,Night,Thursday,August,4,8,12-08-2024,11.54.00
12,Cash,12,Masala Chai,Afternoon,Friday,August,5,8,12-08-2024,11.54.00
12,Cash,35,Irani Chai,Afternoon,Friday,August,5,8,12-08-2024,11.54.00
13,Paytm,18,Adrak Chai,Afternoon,Friday,August,5,8,12-08-2024,11.54.00
15,Cash,30,Butter Chai,Afternoon,Friday,August,5,8,12-08-2024,18.51.07
15,Cash,30,Butter Chai,Afternoon,Friday,August,5,8,12-08-2024,19.39.03
9,Cash,18,Adrak Chai,Morning,Saturday,August,6,8,12-08-2024,16.53.05
9,Cash,15,Black Tea,Morning,Saturday,August,6,8,12-08-2024,18.09.00
10,Cash,18,Adrak Chai,Morning,Saturday,August,6,8,12-08-2024,18.09.00
11,Cash,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,18.09.00
11,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,18.09.00
13,Cash,18,Adrak Chai,Afternoon,Saturday,August,6,8,12-08-2024,18.40.02
16,Cash,25,Rose Tea,Afternoon,Saturday,August,6,8,12-08-2024,18.40.02
16,Cash,12,Masala Chai,Afternoon,Saturday,August,6,8,12-08-2024,18.40.02
18,Cash,15,Black Tea,Night,Saturday,August,6,8,12-08-2024,18.40.02
21,GPay,18,Adrak Chai,Night,Saturday,August,6,8,12-08-2024,18.56.08
22,GPay,12,Masala Chai,Night,Saturday,August,6,8,12-08-2024,18.56.08
8,GPay,15,Black Tea,Morning,Sunday,August,7,8,12-08-2024,9.42.06
8,GPay,15,Black Tea,Morning,Sunday,August,7,8,12-08-2024,9.42.06
8,Cash,25,Rose Tea,Morning,Sunday,August,7,8,12-08-2024,9.42.06
8,Cash,18,Adrak Chai,Morning,Sunday,August,7,8,12-08-2024,9.42.06
12,Cash,15,Black Tea,Afternoon,Sunday,August,7,8,12-08-2024,9.42.06
14,Paytm,18,Adrak Chai,Afternoon,Sunday,August,7,8,12-08-2024,9.42.06
18,Paytm,18,Adrak Chai,Night,Sunday,August,7,8,12-08-2024,9.42.06
18,Cash,18,Adrak Chai,Night,Sunday,August,7,8,12-08-2024,9.42.06
18,Cash,35,Irani Chai,Night,Sunday,August,7,8,12-08-2024,9.42.06
18,Cash,35,Irani Chai,Night,Sunday,August,7,8,12-08-2024,9.42.06
15,GPay,18,Adrak Chai,Afternoon,Monday,August,1,8,12-08-2024,9.49.00
15,Cash,18,Adrak Chai,Afternoon,Monday,August,1,8,12-08-2024,10.51.02
21,Cash,12,Masala Chai,Night,Monday,August,1,8,12-08-2024,21.12.01
21,Cash,18,Green Tea,Night,Monday,August,1,8,12-08-2024,21.12.01
8,GPay,25,Rose Tea,Morning,Tuesday,August,2,8,12-08-2024,21.12.01
8,Paytm,12,Masala Chai,Morning,Tuesday,August,2,8,12-08-2024,21.12.01
8,Cash,30,Butter Chai,Morning,Tuesday,August,2,8,12-08-2024,21.12.01
8,Cash,25,Rose Tea,Morning,Tuesday,August,2,8,12-08-2024,21.12.01
9,Cash,18,Adrak Chai,Morning,Tuesday,August,2,8,12-08-2024,14.54.09
11,Paytm,35,Irani Chai,Morning,Tuesday,August,2,8,12-08-2024,9.55.06
11,GPay,35,Irani Chai,Morning,Tuesday,August,2,8,12-08-2024,11.39.01
11,Cash,35,Irani Chai,Morning,Tuesday,August,2,8,12-08-2024,12.31.02
11,Paytm,12,Masala Chai,Morning,Tuesday,August,2,8,12-08-2024,11.42.20
20,GPay,12,Masala Chai,Night,Tuesday,August,2,8,12-08-2024,11.42.20
20,Paytm,12,Masala Chai,Night,Tuesday,August,2,8,12-08-2024,11.42.20
20,GPay,12,Masala Chai,Night,Tuesday,August,2,8,12-08-2024,11.42.20
20,Cash,12,Masala Chai,Night,Tuesday,August,2,8,12-08-2024,11.42.20
7,Paytm,18,Adrak Chai,Morning,Wednesday,August,3,8,12-08-2024,11.42.20
8,Cash,25,Rose Tea,Morning,Wednesday,August,3,8,12-08-2024,11.42.20
10,Cash,35,Irani Chai,Morning,Wednesday,August,3,8,12-08-2024,13.32.04
10,Cash,18,Adrak Chai,Morning,Wednesday,August,3,8,12-08-2024,13.32.04
11,Cash,25,Rose Tea,Morning,Wednesday,August,3,8,12-08-2024,13.32.04
13,Cash,12,Masala Chai,Afternoon,Wednesday,August,3,8,12-08-2024,17.10.08
19,GPay,12,Masala Chai,Night,Wednesday,August,3,8,12-08-2024,17.10.08
9,Paytm,25,Rose Tea,Morning,Thursday,August,4,8,12-08-2024,22.26.03
10,Paytm,18,Adrak Chai,Morning,Thursday,August,4,8,12-08-2024,9.23.05
10,Cash,18,Adrak Chai,Morning,Thursday,August,4,8,12-08-2024,9.23.05
14,Cash,12,Masala Chai,Afternoon,Thursday,August,4,8,12-08-2024,16.12.01
14,Cash,12,Masala Chai,Afternoon,Thursday,August,4,8,12-08-2024,16.12.01
15,Paytm,15,Black Tea,Afternoon,Thursday,August,4,8,12-08-2024,7.07.04
15,Cash,35,Irani Chai,Afternoon,Thursday,August,4,8,12-08-2024,7.07.04
7,Paytm,12,Masala Chai,Morning,Friday,August,5,8,12-08-2024,7.07.04
8,Cash,25,Rose Tea,Morning,Friday,August,5,8,12-08-2024,21.48.01
8,Cash,12,Masala Chai,Morning,Friday,August,5,8,12-08-2024,22.56.06
8,GPay,35,Irani Chai,Morning,Friday,August,5,8,12-08-2024,22.56.06
8,Cash,35,Irani Chai,Morning,Friday,August,5,8,12-08-2024,22.56.06
9,GPay,18,Adrak Chai,Morning,Friday,August,5,8,12-08-2024,14.52.00
10,GPay,18,Green Tea,Morning,Friday,August,5,8,12-08-2024,10.58.07
10,Cash,35,Irani Chai,Morning,Friday,August,5,8,12-08-2024,11.55.05
10,Cash,25,Rose Tea,Morning,Friday,August,5,8,12-08-2024,11.55.05
11,Cash,20,Tandoori Chai,Morning,Friday,August,5,8,12-08-2024,12.59.04
13,Cash,35,Irani Chai,Afternoon,Friday,August,5,8,12-08-2024,12.59.04
15,Cash,35,Irani Chai,Afternoon,Friday,August,5,8,12-08-2024,12.59.04
19,Cash,12,Masala Chai,Night,Friday,August,5,8,12-08-2024,12.59.04
8,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,13.42.03
8,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,14.47.06
8,Cash,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,14.47.06
10,Paytm,30,Butter Chai,Morning,Saturday,August,6,8,12-08-2024,18.09.05
10,GPay,30,Butter Chai,Morning,Saturday,August,6,8,12-08-2024,18.52.03
10,Cash,35,Irani Chai,Morning,Saturday,August,6,8,12-08-2024,19.49.02
8,Cash,25,Rose Tea,Morning,Sunday,August,7,8,12-08-2024,14.37.04
8,Cash,35,Irani Chai,Morning,Sunday,August,7,8,12-08-2024,14.37.04
8,Cash,35,Irani Chai,Morning,Sunday,August,7,8,12-08-2024,14.37.04
9,Cash,15,Black Tea,Morning,Sunday,August,7,8,12-08-2024,14.37.04
12,GPay,15,Black Tea,Afternoon,Sunday,August,7,8,12-08-2024,14.37.04
14,Paytm,12,Masala Chai,Afternoon,Sunday,August,7,8,12-08-2024,14.37.04
8,Paytm,25,Rose Tea,Morning,Monday,August,1,8,12-08-2024,11.47.03
8,GPay,35,Irani Chai,Morning,Monday,August,1,8,12-08-2024,16.09.06
8,Paytm,35,Irani Chai,Morning,Monday,August,1,8,12-08-2024,17.35.00
9,GPay,18,Adrak Chai,Morning,Monday,August,1,8,12-08-2024,21.36.07
10,Cash,12,Masala Chai,Morning,Monday,August,1,8,12-08-2024,21.36.07
10,Paytm,15,Black Tea,Morning,Monday,August,1,8,12-08-2024,21.36.07
12,Paytm,35,Irani Chai,Afternoon,Monday,August,1,8,12-08-2024,21.36.07
12,Cash,35,Irani Chai,Afternoon,Monday,August,1,8,12-08-2024,21.36.07
18,Cash,18,Adrak Chai,Night,Monday,August,1,8,12-08-2024,21.36.07
18,GPay,12,Masala Chai,Night,Monday,August,1,8,12-08-2024,21.36.07
22,GPay,18,Adrak Chai,Night,Monday,August,1,8,12-08-2024,21.36.07
10,Cash,12,Masala Chai,Morning,Tuesday,August,2,8,12-08-2024,4.04.06
12,GPay,18,Adrak Chai,Afternoon,Wednesday,August,3,8,12-08-2024,8.18.08
12,Paytm,15,Black Tea,Afternoon,Wednesday,August,3,8,12-08-2024,10.04.01
12,Cash,35,Irani Chai,Afternoon,Wednesday,August,3,8,12-08-2024,10.04.01
13,Cash,18,Adrak Chai,Afternoon,Wednesday,August,3,8,12-08-2024,10.04.01
7,Cash,35,Irani Chai,Morning,Thursday,August,4,8,12-08-2024,10.04.01
17,GPay,12,Masala Chai,Night,Friday,August,5,8,12-08-2024,13.30.05
17,Cash,18,Adrak Chai,Night,Friday,August,5,8,12-08-2024,14.32.08
17,Paytm,18,Adrak Chai,Night,Friday,August,5,8,12-08-2024,15.35.04
9,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,8.32.05
10,Paytm,18,Adrak Chai,Morning,Saturday,August,6,8,12-08-2024,2.08.02
10,Cash,30,Butter Chai,Morning,Saturday,August,6,8,12-08-2024,22.26.09
11,Paytm,18,Adrak Chai,Morning,Saturday,August,6,8,12-08-2024,22.26.09
11,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,22.26.09
11,Cash,25,Rose Tea,Morning,Saturday,August,6,8,12-08-2024,22.26.09
9,Paytm,25,Rose Tea,Morning,Sunday,September,7,9,01-09-2024,22.26.09
12,Paytm,15,Black Tea,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
12,GPay,18,Adrak Chai,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
12,Paytm,35,Irani Chai,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
12,Cash,18,Adrak Chai,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
13,Cash,12,Masala Chai,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
14,Cash,18,Adrak Chai,Afternoon,Sunday,September,7,9,01-09-2024,11.24.07
17,Paytm,12,Masala Chai,Night,Sunday,September,7,9,01-09-2024,20.46.03
17,Paytm,12,Masala Chai,Night,Sunday,September,7,9,01-09-2024,23.13.09
17,Cash,12,Masala Chai,Night,Sunday,September,7,9,01-09-2024,23.13.09
8,Paytm,12,Masala Chai,Morning,Monday,September,1,9,02-09-2024,23.13.09
8,GPay,18,Adrak Chai,Morning,Monday,September,1,9,02-09-2024,23.13.09
8,Cash,12,Masala Chai,Morning,Monday,September,1,9,02-09-2024,23.13.09
14,Cash,18,Adrak Chai,Afternoon,Monday,September,1,9,02-09-2024,23.13.09
20,Paytm,15,Black Tea,Night,Monday,September,1,9,02-09-2024,9.43.09
20,Cash,18,Green Tea,Night,Monday,September,1,9,02-09-2024,11.17.09
20,Cash,35,Irani Chai,Night,Monday,September,1,9,02-09-2024,11.17.09
20,Cash,35,Irani Chai,Night,Monday,September,1,9,02-09-2024,11.17.09
8,Paytm,18,Green Tea,Morning,Tuesday,September,2,9,03-09-2024,22.15.04
8,Cash,15,Black Tea,Morning,Tuesday,September,2,9,03-09-2024,22.15.04
8,Cash,12,Masala Chai,Morning,Tuesday,September,2,9,03-09-2024,22.15.04
9,Cash,18,Adrak Chai,Morning,Tuesday,September,2,9,03-09-2024,3.12.05
9,GPay,15,Black Tea,Morning,Tuesday,September,2,9,03-09-2024,4.11.07
9,Cash,18,Green Tea,Morning,Tuesday,September,2,9,03-09-2024,12.48.02
9,Cash,18,Green Tea,Morning,Tuesday,September,2,9,03-09-2024,13.33.07
9,GPay,18,Adrak Chai,Morning,Tuesday,September,2,9,03-09-2024,17.02.02
9,Paytm,18,Adrak Chai,Morning,Tuesday,September,2,9,03-09-2024,20.17.02
9,GPay,12,Masala Chai,Morning,Tuesday,September,2,9,03-09-2024,20.17.02
9,GPay,18,Green Tea,Morning,Tuesday,September,2,9,03-09-2024,20.17.02
12,Cash,25,Rose Tea,Afternoon,Tuesday,September,2,9,03-09-2024,20.17.02
14,GPay,18,Adrak Chai,Afternoon,Tuesday,September,2,9,03-09-2024,14.51.07
14,Cash,18,Adrak Chai,Afternoon,Tuesday,September,2,9,03-09-2024,16.17.03
18,Cash,18,Adrak Chai,Night,Tuesday,September,2,9,03-09-2024,16.17.03
19,GPay,12,Masala Chai,Night,Tuesday,September,2,9,03-09-2024,11.12.03
19,GPay,18,Adrak Chai,Night,Tuesday,September,2,9,03-09-2024,17.13.08
11,Paytm,18,Adrak Chai,Morning,Wednesday,September,3,9,04-09-2024,11.21.06
11,GPay,12,Masala Chai,Morning,Wednesday,September,3,9,04-09-2024,11.21.06
11,Cash,35,Irani Chai,Morning,Wednesday,September,3,9,04-09-2024,11.21.06
11,GPay,18,Adrak Chai,Morning,Wednesday,September,3,9,04-09-2024,11.21.06
12,Cash,12,Masala Chai,Afternoon,Wednesday,September,3,9,04-09-2024,11.21.06
13,Cash,12,Masala Chai,Afternoon,Wednesday,September,3,9,04-09-2024,3.50.06
13,Cash,18,Adrak Chai,Afternoon,Wednesday,September,3,9,04-09-2024,5.16.01
18,Cash,15,Black Tea,Night,Wednesday,September,3,9,04-09-2024,3.46.09
19,Paytm,18,Adrak Chai,Night,Wednesday,September,3,9,04-09-2024,3.46.09
21,Cash,12,Masala Chai,Night,Wednesday,September,3,9,04-09-2024,19.35.06
9,Paytm,18,Adrak Chai,Morning,Thursday,September,4,9,05-09-2024,19.35.06
10,GPay,18,Adrak Chai,Morning,Thursday,September,4,9,05-09-2024,19.35.06
11,GPay,35,Irani Chai,Morning,Thursday,September,4,9,05-09-2024,6.30.06
14,GPay,12,Masala Chai,Afternoon,Thursday,September,4,9,05-09-2024,0.27.07
15,GPay,12,Masala Chai,Afternoon,Thursday,September,4,9,05-09-2024,0.27.07
16,Cash,35,Irani Chai,Afternoon,Thursday,September,4,9,05-09-2024,0.27.07
16,GPay,18,Adrak Chai,Afternoon,Thursday,September,4,9,05-09-2024,0.27.07
17,GPay,15,Black Tea,Night,Thursday,September,4,9,05-09-2024,4.28.09
17,Paytm,15,Black Tea,Night,Thursday,September,4,9,05-09-2024,5.31.07
20,Cash,15,Black Tea,Night,Thursday,September,4,9,05-09-2024,5.31.07
20,GPay,35,Irani Chai,Night,Thursday,September,4,9,05-09-2024,5.31.07
20,Cash,15,Black Tea,Night,Thursday,September,4,9,05-09-2024,5.31.07
21,Cash,18,Adrak Chai,Night,Thursday,September,4,9,05-09-2024,5.31.07
21,Cash,18,Adrak Chai,Night,Thursday,September,4,9,05-09-2024,5.31.07
8,Cash,15,Black Tea,Morning,Friday,September,5,9,06-09-2024,5.31.07
8,Cash,12,Masala Chai,Morning,Friday,September,5,9,06-09-2024,5.31.07
8,Cash,35,Irani Chai,Morning,Friday,September,5,9,06-09-2024,5.31.07
9,Cash,30,Butter Chai,Morning,Friday,September,5,9,06-09-2024,5.31.07
9,Paytm,12,Masala Chai,Morning,Friday,September,5,9,06-09-2024,5.31.07
10,Paytm,20,Tandoori Chai,Morning,Friday,September,5,9,06-09-2024,5.31.07
11,Cash,30,Butter Chai,Morning,Friday,September,5,9,06-09-2024,23.25.04
11,Paytm,30,Butter Chai,Morning,Friday,September,5,9,06-09-2024,23.25.04
20,Cash,12,Masala Chai,Night,Friday,September,5,9,06-09-2024,0.12.00
21,GPay,12,Masala Chai,Night,Friday,September,5,9,06-09-2024,9.31.02
8,Cash,12,Masala Chai,Morning,Saturday,September,6,9,07-09-2024,9.31.02
9,GPay,25,Rose Tea,Morning,Saturday,September,6,9,07-09-2024,9.31.02
9,GPay,25,Rose Tea,Morning,Saturday,September,6,9,07-09-2024,9.31.02
9,Paytm,25,Rose Tea,Morning,Saturday,September,6,9,07-09-2024,9.31.02
9,Cash,18,Adrak Chai,Morning,Saturday,September,6,9,07-09-2024,9.31.02
9,Cash,18,Adrak Chai,Morning,Saturday,September,6,9,07-09-2024,9.31.02
10,GPay,25,Rose Tea,Morning,Saturday,September,6,9,07-09-2024,0.19.07
10,Cash,35,Irani Chai,Morning,Saturday,September,6,9,07-09-2024,22.44.05
10,Paytm,30,Butter Chai,Morning,Saturday,September,6,9,07-09-2024,22.44.05
10,GPay,30,Butter Chai,Morning,Saturday,September,6,9,07-09-2024,22.44.05
10,Cash,12,Masala Chai,Morning,Saturday,September,6,9,07-09-2024,22.44.05
11,Cash,18,Adrak Chai,Morning,Saturday,September,6,9,07-09-2024,18.56.08
11,Cash,35,Irani Chai,Morning,Saturday,September,6,9,07-09-2024,20.00.00
11,Cash,30,Butter Chai,Morning,Saturday,September,6,9,07-09-2024,20.57.01
15,GPay,12,Masala Chai,Afternoon,Saturday,September,6,9,07-09-2024,20.57.01
16,Paytm,35,Irani Chai,Afternoon,Saturday,September,6,9,07-09-2024,20.01.00
16,GPay,30,Butter Chai,Afternoon,Saturday,September,6,9,07-09-2024,20.59.03
19,Paytm,18,Green Tea,Night,Saturday,September,6,9,07-09-2024,20.59.03
19,GPay,12,Masala Chai,Night,Saturday,September,6,9,07-09-2024,20.59.03
19,Paytm,12,Masala Chai,Night,Saturday,September,6,9,07-09-2024,20.59.03
20,Paytm,12,Masala Chai,Night,Saturday,September,6,9,07-09-2024,13.51.07
20,Cash,12,Masala Chai,Night,Saturday,September,6,9,07-09-2024,14.59.02
8,Paytm,25,Rose Tea,Morning,Sunday,September,7,9,08-09-2024,15.40.08
9,Cash,25,Rose Tea,Morning,Sunday,September,7,9,08-09-2024,18.17.00
9,Cash,25,Rose Tea,Morning,Sunday,September,7,9,08-09-2024,19.12.04
10,Paytm,25,Rose Tea,Morning,Sunday,September,7,9,08-09-2024,5.56.01
12,Cash,25,Rose Tea,Afternoon,Sunday,September,7,9,08-09-2024,5.56.01
20,Cash,35,Irani Chai,Night,Sunday,September,7,9,08-09-2024,13.32.09
7,Cash,12,Masala Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
7,Cash,15,Black Tea,Morning,Monday,September,1,9,09-09-2024,13.32.09
7,Cash,18,Adrak Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
7,Cash,12,Masala Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
9,Cash,12,Masala Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
9,GPay,20,Tandoori Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
9,Cash,12,Masala Chai,Morning,Monday,September,1,9,09-09-2024,13.32.09
11,GPay,18,Adrak Chai,Morning,Monday,September,1,9,09-09-2024,11.36.01
11,Paytm,18,Adrak Chai,Morning,Monday,September,1,9,09-09-2024,12.50.06
11,Paytm,12,Masala Chai,Morning,Monday,September,1,9,09-09-2024,12.50.06
12,GPay,30,Butter Chai,Afternoon,Monday,September,1,9,09-09-2024,6.59.07
15,GPay,12,Masala Chai,Afternoon,Monday,September,1,9,09-09-2024,12.13.08
15,Cash,35,Irani Chai,Afternoon,Monday,September,1,9,09-09-2024,13.24.05
17,Cash,12,Masala Chai,Night,Monday,September,1,9,09-09-2024,13.24.05
18,Paytm,12,Masala Chai,Night,Monday,September,1,9,09-09-2024,13.46.03
20,Cash,15,Black Tea,Night,Monday,September,1,9,09-09-2024,7.36.02
20,Paytm,12,Masala Chai,Night,Monday,September,1,9,09-09-2024,13.43.05
8,Cash,20,Tandoori Chai,Morning,Tuesday,September,2,9,10-09-2024,12.02.04
9,Paytm,15,Black Tea,Morning,Tuesday,September,2,9,10-09-2024,12.02.04
15,Paytm,25,Rose Tea,Afternoon,Tuesday,September,2,9,10-09-2024,21.54.04
15,Cash,25,Rose Tea,Afternoon,Tuesday,September,2,9,10-09-2024,23.05.09
18,Cash,15,Black Tea,Night,Tuesday,September,2,9,10-09-2024,23.05.09
18,GPay,18,Adrak Chai,Night,Tuesday,September,2,9,10-09-2024,23.05.09
19,Cash,12,Masala Chai,Night,Tuesday,September,2,9,10-09-2024,2.43.00
19,Cash,12,Masala Chai,Night,Tuesday,September,2,9,10-09-2024,3.53.03
21,GPay,18,Adrak Chai,Night,Tuesday,September,2,9,10-09-2024,3.53.03
21,Cash,35,Irani Chai,Night,Tuesday,September,2,9,10-09-2024,3.53.03
8,Paytm,12,Masala Chai,Morning,Wednesday,September,3,9,11-09-2024,3.53.03
9,Cash,18,Adrak Chai,Morning,Wednesday,September,3,9,11-09-2024,3.53.03
10,GPay,12,Masala Chai,Morning,Wednesday,September,3,9,11-09-2024,3.53.03
19,Cash,15,Black Tea,Night,Wednesday,September,3,9,11-09-2024,3.53.03
20,Cash,18,Adrak Chai,Night,Wednesday,September,3,9,11-09-2024,13.14.09
20,Paytm,12,Masala Chai,Night,Wednesday,September,3,9,11-09-2024,14.18.09
20,Paytm,12,Masala Chai,Night,Wednesday,September,3,9,11-09-2024,15.19.03
21,Paytm,25,Rose Tea,Night,Wednesday,September,3,9,11-09-2024,1.34.02
10,GPay,30,Butter Chai,Morning,Thursday,September,4,9,12-09-2024,1.34.02
10,Paytm,18,Adrak Chai,Morning,Thursday,September,4,9,12-09-2024,1.34.02
11,Cash,18,Adrak Chai,Morning,Thursday,September,4,9,12-09-2024,1.34.02
12,Cash,15,Black Tea,Afternoon,Thursday,September,4,9,12-09-2024,8.22.02
12,Cash,25,Rose Tea,Afternoon,Thursday,September,4,9,12-09-2024,8.22.02
12,Paytm,25,Rose Tea,Afternoon,Thursday,September,4,9,12-09-2024,8.22.02
12,Cash,25,Rose Tea,Afternoon,Thursday,September,4,9,12-09-2024,8.22.02
12,Cash,25,Rose Tea,Afternoon,Thursday,September,4,9,12-09-2024,8.22.02
17,Cash,12,Masala Chai,Night,Thursday,September,4,9,12-09-2024,1.25.02
21,Cash,35,Irani Chai,Night,Thursday,September,4,9,12-09-2024,9.10.04
21,GPay,15,Black Tea,Night,Thursday,September,4,9,12-09-2024,10.21.02
21,GPay,25,Rose Tea,Night,Thursday,September,4,9,12-09-2024,13.16.08
7,Cash,12,Masala Chai,Morning,Friday,September,5,9,12-09-2024,13.16.08
8,Cash,12,Masala Chai,Morning,Friday,September,5,9,12-09-2024,13.16.08
8,Paytm,12,Masala Chai,Morning,Friday,September,5,9,12-09-2024,13.16.08
9,GPay,12,Masala Chai,Morning,Friday,September,5,9,12-09-2024,13.16.08
15,Cash,18,Adrak Chai,Afternoon,Friday,September,5,9,12-09-2024,13.16.08
15,Paytm,18,Adrak Chai,Afternoon,Friday,September,5,9,12-09-2024,13.16.08
16,GPay,15,Black Tea,Afternoon,Saturday,September,6,9,12-09-2024,13.16.08
16,GPay,15,Black Tea,Afternoon,Saturday,September,6,9,12-09-2024,13.16.08
8,Cash,30,Butter Chai,Morning,Sunday,September,7,9,12-09-2024,13.16.08
9,Cash,18,Adrak Chai,Morning,Sunday,September,7,9,12-09-2024,13.16.08
13,Paytm,35,Irani Chai,Afternoon,Sunday,September,7,9,12-09-2024,13.16.08
14,GPay,25,Rose Tea,Afternoon,Sunday,September,7,9,12-09-2024,13.16.08
14,Cash,25,Rose Tea,Afternoon,Sunday,September,7,9,12-09-2024,13.16.08
14,Cash,15,Black Tea,Afternoon,Sunday,September,7,9,12-09-2024,13.16.08
13,Cash,12,Masala Chai,Afternoon,Monday,September,1,9,12-09-2024,13.16.08
13,Cash,18,Adrak Chai,Afternoon,Monday,September,1,9,12-09-2024,13.16.08
15,Cash,12,Masala Chai,Afternoon,Monday,September,1,9,12-09-2024,23.19.03
17,Cash,18,Adrak Chai,Night,Monday,September,1,9,12-09-2024,16.05.07
17,Cash,12,Masala Chai,Night,Monday,September,1,9,12-09-2024,18.03.03
18,GPay,12,Masala Chai,Night,Monday,September,1,9,12-09-2024,18.03.03
18,Cash,12,Masala Chai,Night,Monday,September,1,9,12-09-2024,18.03.03
21,Paytm,18,Adrak Chai,Night,Monday,September,1,9,12-09-2024,10.18.07
21,GPay,12,Masala Chai,Night,Monday,September,1,9,12-09-2024,11.32.05
21,Paytm,18,Adrak Chai,Night,Monday,September,1,9,12-09-2024,11.32.05
21,Cash,18,Adrak Chai,Night,Monday,September,1,9,12-09-2024,11.32.05
7,Cash,25,Rose Tea,Morning,Tuesday,September,2,9,12-09-2024,11.32.05
8,Paytm,12,Masala Chai,Morning,Tuesday,September,2,9,12-09-2024,9.00.09
8,Cash,18,Adrak Chai,Morning,Tuesday,September,2,9,12-09-2024,9.00.09
8,GPay,25,Rose Tea,Morning,Tuesday,September,2,9,12-09-2024,9.00.09
9,GPay,15,Black Tea,Morning,Tuesday,September,2,9,12-09-2024,10.03.08
9,Paytm,18,Adrak Chai,Morning,Tuesday,September,2,9,12-09-2024,11.08.02
9,Cash,18,Adrak Chai,Morning,Tuesday,September,2,9,12-09-2024,11.08.02
12,Cash,30,Butter Chai,Afternoon,Tuesday,September,2,9,12-09-2024,11.08.02
12,Cash,18,Adrak Chai,Afternoon,Tuesday,September,2,9,12-09-2024,11.08.02
